date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:28:54	25403/25403	---M-Z	200	added ('OK')	application/javascript	etag:W/%225d233600-633b%22	https://demos.creative-tim.com/material-dashboard-pro/assets/demo/jquery.sharrre.js	C:/xampp/htdocs/templates/material-dashboard%20B4/demos.creative-tim.com/material-dashboard-pro/assets/demo/jquery.sharrre.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
22:28:54	87328/87328	---M-Z	200	added ('OK')	application/x-javascript	date:Thu,%2015%20Aug%202019%2003:28:53%20GMT	http://connect.facebook.net/en_US/fbevents.js	C:/xampp/htdocs/templates/material-dashboard%20B4/connect.facebook.net/en_US/fbevents.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
22:28:56	31396/31396	---MCZ	200	added ('OK')	text/css	etag:W/%225afd4863-7aa4%22	https://cdnjs.cloudflare.com/ajax/libs/bootstrap-rtl/3.4.0/css/bootstrap-rtl.css	C:/xampp/htdocs/templates/material-dashboard%20B4/cdnjs.cloudflare.com/ajax/libs/bootstrap-rtl/3.4.0/css/bootstrap-rtl.css	(from https://demos.creative-tim.com/material-dashboard-pro/examples/pages/rtl.html)
22:28:56	725542/725542	---M--	200	added ('OK')	image/jpeg	etag:%225d233600-b1226%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/bg-pricing.jpg	C:/xampp/htdocs/templates/material-dashboard%20B4/demos.creative-tim.com/material-dashboard-pro/assets/img/bg-pricing.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/pages/pricing.html)
22:28:57	74370/74370	---M--	200	added ('OK')	image/jpeg	etag:%225d233600-12282%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/faces/card-profile1-square.jpg	C:/xampp/htdocs/templates/material-dashboard%20B4/demos.creative-tim.com/material-dashboard-pro/assets/img/faces/card-profile1-square.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/pages/rtl.html)
22:28:57	547677/547677	---M--	200	added ('OK')	image/jpeg	etag:%225d233601-85b5d%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/login.jpg	C:/xampp/htdocs/templates/material-dashboard%20B4/demos.creative-tim.com/material-dashboard-pro/assets/img/login.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/pages/login.html)
22:28:59	545914/545914	---M--	200	added ('OK')	image/jpeg	etag:%225d233601-8547a%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/register.jpg	C:/xampp/htdocs/templates/material-dashboard%20B4/demos.creative-tim.com/material-dashboard-pro/assets/img/register.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/pages/register.html)
22:28:59	1006309/1006309	---M--	200	added ('OK')	image/jpeg	etag:%225d233601-f5ae5%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/lock.jpg	C:/xampp/htdocs/templates/material-dashboard%20B4/demos.creative-tim.com/material-dashboard-pro/assets/img/lock.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/pages/lock.html)
22:29:00	54633/54633	---M--	200	added ('OK')	image/jpeg	etag:%225d233600-d569%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/faces/marc.jpg	C:/xampp/htdocs/templates/material-dashboard%20B4/demos.creative-tim.com/material-dashboard-pro/assets/img/faces/marc.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/pages/user.html)
22:29:02	307193/307193	---M--	200	added ('OK')	image/jpeg	etag:%225d233600-4aff9%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/clint-mckoy.jpg	C:/xampp/htdocs/templates/material-dashboard%20B4/demos.creative-tim.com/material-dashboard-pro/assets/img/clint-mckoy.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/pages/error.html)
22:29:03	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%225d518b1b-4d7%22	https://demos.creative-tim.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/xampp/htdocs/templates/material-dashboard%20B4/demos.creative-tim.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/forms/regular.html)
22:29:03	44534/44534	---M--	200	added ('OK')	image/jpeg	etag:%225d233601-adf6%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/image_placeholder.jpg	C:/xampp/htdocs/templates/material-dashboard%20B4/demos.creative-tim.com/material-dashboard-pro/assets/img/image_placeholder.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/forms/extended.html)
22:29:03	18015/18015	---M--	200	added ('OK')	image/jpeg	etag:%225d233601-465f%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/placeholder.jpg	C:/xampp/htdocs/templates/material-dashboard%20B4/demos.creative-tim.com/material-dashboard-pro/assets/img/placeholder.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/forms/extended.html)
22:29:04	9339/9339	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2015%20Aug%202019%2003:29:03%20GMT	https://demos.creative-tim.com/material-dashboard-pro/examples/forms/true	C:/xampp/htdocs/templates/material-dashboard%20B4/demos.creative-tim.com/material-dashboard-pro/examples/forms/true	(from https://demos.creative-tim.com/material-dashboard-pro/examples/forms/validation.html)
22:29:05	2864/2864	---M--	200	added ('OK')	image/png	etag:%225d233600-b30%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/default-avatar.png	C:/xampp/htdocs/templates/material-dashboard%20B4/demos.creative-tim.com/material-dashboard-pro/assets/img/default-avatar.png	(from https://demos.creative-tim.com/material-dashboard-pro/examples/forms/wizard.html)
22:29:06	12146/12146	---M--	200	added ('OK')	image/jpeg	etag:%225d233601-2f72%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/product1.jpg	C:/xampp/htdocs/templates/material-dashboard%20B4/demos.creative-tim.com/material-dashboard-pro/assets/img/product1.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/tables/extended.html)
22:29:06	9677/9677	---M--	200	added ('OK')	image/jpeg	etag:%225d233601-25cd%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/product2.jpg	C:/xampp/htdocs/templates/material-dashboard%20B4/demos.creative-tim.com/material-dashboard-pro/assets/img/product2.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/tables/extended.html)
22:29:07	21624/21624	---M--	200	added ('OK')	image/jpeg	etag:%225d233601-5478%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/product3.jpg	C:/xampp/htdocs/templates/material-dashboard%20B4/demos.creative-tim.com/material-dashboard-pro/assets/img/product3.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/tables/extended.html)
22:29:08	9339/9339	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2015%20Aug%202019%2003:29:07%20GMT	https://demos.creative-tim.com/material-dashboard-pro/examples/POST	C:/xampp/htdocs/templates/material-dashboard%20B4/demos.creative-tim.com/material-dashboard-pro/examples/POST	(from http://connect.facebook.net/en_US/fbevents.js)
